market,group,agent,state,seed,NetWorth,Sharpe,Sortino,MaxDD,CAGR,Calmar
FTSE100,Developed,SARSA,Baseline,4,9938.609314815938,-0.4129373147933789,-0.1942527838160722,-0.0093971925579538,-0.0024758652808889,-0.2634686120728564
FTSE100,Developed,SARSA,+RetFore,0,9757.390968672533,-0.996573678828426,-0.2478794303802588,-0.026670228925877,-0.0098380784623267,-0.3688786657699965
FTSE100,Developed,SARSA,+RetFore,1,9725.58188889621,-0.7138992072864927,-0.2181568087783792,-0.0329630555051101,-0.0111387669197534,-0.3379166994300248
FTSE100,Developed,SARSA,+RetFore,2,9673.991742165024,-1.0813904858015309,-0.2601947686400654,-0.0360612118896498,-0.0132537276644317,-0.3675341723018546
FTSE100,Developed,SARSA,+RetFore,3,9545.39653330186,-1.7744113139499402,-0.7233062480382575,-0.0515909130612255,-0.0185550493317728,-0.3596573161904115
FTSE100,Developed,SARSA,+RetFore,4,9819.41196056812,-0.703865098033249,-0.2063670429356077,-0.0203576897301418,-0.0073092765885873,-0.3590425379853448
FTSE100,Developed,SARSA,+VolFore,0,10129.59538151976,0.1926244429989176,0.0931964047412778,-0.0457534941952425,0.0051968805547213,0.1135843424860898
FTSE100,Developed,SARSA,+VolFore,1,10362.36054606704,0.6010188453084526,0.3398467490030836,-0.0147977545811693,0.0144321172095434,0.9752910233376564
FTSE100,Developed,SARSA,+VolFore,2,9876.792054105868,-0.1751663095140672,-0.0440496898351674,-0.0328856988503376,-0.0049781839528243,-0.1513783841215787
FTSE100,Developed,SARSA,+VolFore,3,10445.396165790584,0.6176220837130981,0.32316343527911,-0.017545058863147,0.0176966311621298,1.008639030461876
FTSE100,Developed,SARSA,+VolFore,4,10287.357125150567,0.5010435920179385,0.2835837314424552,-0.0257361305017246,0.0114699252140553,0.4456740384045313
FTSE100,Developed,DQN,Baseline,0,10871.555483330769,0.9073452904029268,0.4999085932140998,-0.0342471044159501,0.0342116674621604,0.9989652569058608
FTSE100,Developed,DQN,Baseline,1,9324.003243091644,-0.7523937654812033,-0.2850319567808028,-0.102375197338423,-0.0277828610680005,-0.2713827351744874
FTSE100,Developed,DQN,Baseline,2,10062.994123867044,0.07156581234702,0.037510584276297,-0.0811414464684221,0.0025311097061258,0.0311937957265728
FTSE100,Developed,DQN,Baseline,3,11121.2143600959,0.8635184112819785,1.066516061680315,-0.05284540291729,0.0437075994027622,0.8270842303983043
FTSE100,Developed,DQN,Baseline,4,10573.583460833514,0.4124359741655882,0.2030188950035279,-0.0723846695878397,0.0227059646014782,0.3136847170879265
FTSE100,Developed,DQN,+RetFore,0,10376.718184460577,0.3031273277481686,0.1120758190193627,-0.0536602619141528,0.0149976969611451,0.2794935474757729
FTSE100,Developed,DQN,+RetFore,1,10285.955960687454,0.1972513071721373,0.0832729915636464,-0.0974244711165118,0.0114144649222838,0.1171621954048471
FTSE100,Developed,DQN,+RetFore,2,9326.495851526231,-0.381481824190677,-0.1596155303540685,-0.1324088397009481,-0.0276782430600203,-0.2090362178410742
FTSE100,Developed,DQN,+RetFore,3,13518.31931540854,1.127822674131607,1.4044989148540477,-0.1343433128094448,0.1290253857037566,0.96041539399738
FTSE100,Developed,DQN,+RetFore,4,10691.192306148789,0.4242337536432111,0.2467118066138077,-0.0866018564211482,0.0272700933371285,0.3148904014735915
FTSE100,Developed,DQN,+VolFore,0,10596.678834144284,0.4208350193769756,0.1815792138493338,-0.0495447580372427,0.0236046271681935,0.4764303652461787
FTSE100,Developed,DQN,+VolFore,1,12031.042116744426,0.933647594984674,0.9742039133763172,-0.1078226003646711,0.0772749140346056,0.7166856834516543
FTSE100,Developed,DQN,+VolFore,2,9522.86085258596,-0.4272984828086802,-0.1989959852422447,-0.0770813190779706,-0.0194884657234977,-0.2528299457814361
FTSE100,Developed,DQN,+VolFore,3,10023.564039950124,0.0484671875460684,0.0169886429347361,-0.0303087748681242,0.0009479174745101,0.0312753477698573
FTSE100,Developed,DQN,+VolFore,4,11401.177167205691,0.6693089125757462,0.7059612231162008,-0.1152525409230522,0.0542058844885378,0.4703226848964462
FTSE100,Developed,PPO,Baseline,0,10361.814467088385,0.699015241148239,0.4188901558352174,-0.0230351663688624,0.0144105966878687,0.6255911703213273
FTSE100,Developed,PPO,Baseline,1,11836.620586460029,1.2220145215055214,1.5226809774477552,-0.0688360082054005,0.0702327935130873,1.020291491954307
FTSE100,Developed,PPO,Baseline,2,11836.620586460029,1.2220145215055214,1.5226809774477552,-0.0688360082054005,0.0702327935130873,1.020291491954307
FTSE100,Developed,PPO,Baseline,3,10397.446539676734,0.5117872665747194,0.1909443611839409,-0.0250987334836852,0.0158134094840853,0.630048105564147
FTSE100,Developed,PPO,Baseline,4,11836.620586460029,1.2220145215055214,1.5226809774477552,-0.0688360082054005,0.0702327935130873,1.020291491954307
FTSE100,Developed,PPO,+RetFore,0,10419.540005602585,0.4514855699469322,0.2193727629371628,-0.0488272231757031,0.0166817735813371,0.3416490329783185
FTSE100,Developed,PPO,+RetFore,1,13929.951409778205,1.2304557217928571,1.5335886883775671,-0.1343433128094448,0.1427408772707386,1.0625082431318518
