market,group,window,span,agent,state,seed,NetWorth,Sharpe,Sortino,MaxDD,CAGR,Calmar,Turnover,Skew,Kurt,N
Bovespa,Emerging,3,2024-12-30..2026-08-19,PPO,Baseline,2,15254.24284704131,1.1556944408643126,1.7491687451563978,-0.2537484021909308,0.2971606147280392,1.1710836882561817,22.03683048901888,0.0927473569994772,4.763235607554433,408
Bovespa,Emerging,3,2024-12-30..2026-08-19,PPO,+VolFore,0,15033.025502831875,1.1676904063101998,1.781775417405302,-0.2546848259261358,0.2855377074546696,1.1211414202444896,26.10810399803566,0.0216514936482293,4.434939143327608,408
Bovespa,Emerging,3,2024-12-30..2026-08-19,PPO,+VolFore,1,14988.780088723155,1.1849448107746727,1.805229057455087,-0.2358550356413485,0.2832051652104976,1.200759459891079,16.0617773645323,0.0478183471208588,4.579088553637347,408
Bovespa,Emerging,3,2024-12-30..2026-08-19,PPO,+VolFore,2,14007.689911370842,1.031316513298672,1.5128423897553014,-0.2359763003987668,0.230783927378009,0.9779962097339374,25.33543725857548,0.2170618147372286,6.258024917537993,408
KOSPI,Emerging,0,2020-01-03..2021-08-20,BuyHold,-,-1,14040.53754710845,0.982968103645528,1.28353514530753,-0.3570889779916473,0.2344672132367591,0.656607253897338,1.0015194442361866,-0.0196319085700836,9.182039331208946,405
KOSPI,Emerging,0,2020-01-03..2021-08-20,VolTarget,-,-1,12013.357108025326,0.6732952033685855,0.8730786296251503,-0.2939623918882793,0.1205903054416615,0.4102235822298035,20.86581322335055,-0.6358994080863689,5.474583321258207,405
KOSPI,Emerging,0,2020-01-03..2021-08-20,Const1.5x,-,-1,15962.695207314177,0.9748100759042064,1.2723989488304557,-0.4898717541161333,0.3367984411394886,0.6875237004560111,4.744611967839568,-0.0223651330514023,9.179054386984935,405
KOSPI,Emerging,0,2020-01-03..2021-08-20,Q-Learning,Baseline,0,7976.981680945131,-0.6567856216500976,-0.6320163454473764,-0.2228111953977129,-0.1308950345271754,-0.5874706353643643,143.6294149177489,-1.0392050055289497,16.51286862923644,405
KOSPI,Emerging,0,2020-01-03..2021-08-20,Q-Learning,Baseline,1,9883.228028850412,0.0574099477999789,0.0659329684749828,-0.2233860428478155,-0.0072640537613914,-0.0325179392085283,185.70229748569665,0.0898338315911466,10.464142011111354,405
KOSPI,Emerging,0,2020-01-03..2021-08-20,Q-Learning,Baseline,2,9840.202139517369,0.077509664470821,0.0818102006944146,-0.3623790704902546,-0.0099487703180245,-0.0274540422672248,154.83163623723095,2.5204160610696897,41.15353174831924,405
KOSPI,Emerging,0,2020-01-03..2021-08-20,Q-Learning,+VolFore,0,8691.689777353567,-0.3217306459401368,-0.3101033342694059,-0.3022490376729537,-0.0833519528651512,-0.2757724342370475,135.07388834420766,-0.2175625562421028,18.96408087872988,405
KOSPI,Emerging,0,2020-01-03..2021-08-20,Q-Learning,+VolFore,1,10617.551608630743,0.3149854564243262,0.3133444754809276,-0.2347170832198694,0.0378941494012972,0.1614460646890312,138.26300901594553,-0.4726951885156794,12.119871995216895,405
KOSPI,Emerging,0,2020-01-03..2021-08-20,Q-Learning,+VolFore,2,9380.80308988698,-0.2241566897395222,-0.2250218822761875,-0.1530084817872394,-0.0388975872198523,-0.2542185032179184,142.44410997891242,-0.2962819921742317,11.128980083154213,405
KOSPI,Emerging,0,2020-01-03..2021-08-20,PPO,Baseline,0,15173.333962833489,0.8303863437696684,1.024453380009421,-0.5544739904987727,0.2953738147963949,0.5327099554844061,15.923581583343449,-0.0958048098169552,12.681052529101278,405
KOSPI,Emerging,0,2020-01-03..2021-08-20,PPO,Baseline,1,14726.93513040722,0.7708682677989327,0.9310763257856022,-0.5791102603265302,0.2715856299145534,0.4689705027173087,35.325200227472905,0.0928204058553228,13.565808136529482,405
KOSPI,Emerging,0,2020-01-03..2021-08-20,PPO,Baseline,2,15093.917807749009,0.8662026029953513,1.0713991503890046,-0.5192040302798235,0.2911614169127361,0.5607842002983966,17.128212235730537,0.1595233404767913,13.771064674820654,405
KOSPI,Emerging,0,2020-01-03..2021-08-20,PPO,+VolFore,0,15928.799848627814,0.9108910219095516,1.1637777707204378,-0.5376953800333955,0.3350358585197288,0.6230960334795831,12.052329847900223,0.0303455636577072,10.526880697446494,405
KOSPI,Emerging,0,2020-01-03..2021-08-20,PPO,+VolFore,1,17001.69211947314,0.9853041465886596,1.284594266426481,-0.5468542835304291,0.3901577700579344,0.7134583778669644,9.590154166103414,-0.0207562028081631,9.240882922267586,405
KOSPI,Emerging,0,2020-01-03..2021-08-20,PPO,+VolFore,2,15277.233961019396,0.8731320841791191,1.0712667403765552,-0.5066704416992918,0.3008722807817283,0.5938224455566362,31.792872542923384,0.5531550261599235,14.42204304518205,405
KOSPI,Emerging,1,2021-08-23..2023-04-17,BuyHold,-,-1,8323.381219929324,-0.5709258159629258,-0.8802959804931767,-0.32788383698664,-0.1076588889902352,-0.328344605148358,1.0014814155304044,-0.1778676231058027,3.128843569158071,405
KOSPI,Emerging,1,2021-08-23..2023-04-17,VolTarget,-,-1,7797.119445650229,-0.8100919773577241,-1.2222436961500072,-0.36209743472529,-0.1431108022597419,-0.395227329815025,18.70685235866541,-0.2041963779407617,3.1642681653978944,405
KOSPI,Emerging,1,2021-08-23..2023-04-17,Const1.5x,-,-1,7426.716681674475,-0.5803730886945454,-0.8948329801751495,-0.4571891068252168,-0.1686097148587048,-0.368796439681568,4.130856941870419,-0.1780094207022763,3.1289331131691696,405
KOSPI,Emerging,1,2021-08-23..2023-04-17,Q-Learning,Baseline,0,7231.180030269992,-1.24669508441678,-1.1158926536701856,-0.365078395174737,-0.1822649918565669,-0.4992489127405922,129.7387326826812,-0.8864460779757566,12.40191941905063,405
KOSPI,Emerging,1,2021-08-23..2023-04-17,Q-Learning,Baseline,1,7614.361205136599,-1.6555473077392442,-1.1418620730963809,-0.3254165036738305,-0.1556332515487491,-0.4782586309889934,94.82536964203896,-2.83400728827784,20.090017001795683,405
KOSPI,Emerging,1,2021-08-23..2023-04-17,Q-Learning,Baseline,2,7769.1417838387615,-0.9618834122575056,-0.8664471180481296,-0.3291511094523145,-0.1450205338785564,-0.4405895338448663,155.99135164703,-0.8010950047776767,9.844724592568006,405
