market,group,arm,agent,state,seed,NetWorth,Sharpe,Sortino,MaxDD,CAGR,Calmar
Bovespa,Emerging,B,PPO,Baseline,0,11978.203124222744,0.6271415729531578,0.9201268785846366,-0.1618462382023582,0.0767663283027566,0.4743164200474062
DAX,Developed,A,VTrule,-,-1,14160.24116725835,1.0705799676325416,1.5594251760910791,-0.1149349035025475,0.1492863800625017,1.2988776734640393
DAX,Developed,A,Q-Learning,Baseline,0,10267.982685314984,0.2141949755305278,0.1590586078649682,-0.0897015236681925,0.0106343403865774,0.1185525055939456
DAX,Developed,A,Q-Learning,Baseline,1,10361.3098827613,0.271756424656573,0.2212391979517054,-0.0944169429572074,0.0142986911097036,0.1514420045990342
DAX,Developed,A,Q-Learning,Baseline,2,10962.128390343045,0.8559307815798705,0.7330055879347925,-0.0486887988372827,0.0374279722221555,0.7687183318378943
DAX,Developed,A,Q-Learning,Baseline,3,10369.082160540784,0.3123971602755854,0.2923330319439503,-0.0693263844787802,0.014602962979344,0.2106407695846758
DAX,Developed,A,Q-Learning,Baseline,4,10453.064572953108,0.3344631259846045,0.3192333650347885,-0.0738865998501313,0.0178820441188198,0.2420201248243809
DAX,Developed,A,Q-Learning,+RetFore,0,9516.104369444764,-0.2965458610443562,-0.2692456753183078,-0.1425862202858691,-0.019644299160504,-0.1377713717425265
DAX,Developed,A,Q-Learning,+RetFore,1,9593.720783370203,-0.2588295276294715,-0.2057255098298135,-0.0848277012599197,-0.0164536527333976,-0.1939655618250004
DAX,Developed,A,Q-Learning,+RetFore,2,9169.060539717835,-0.4427108294562284,-0.3847933968542998,-0.1298109972458954,-0.0341049596147375,-0.2627278145769984
DAX,Developed,A,Q-Learning,+RetFore,3,9456.959206029918,-0.3622856339303175,-0.3346744079235248,-0.109257858948138,-0.0220861291478648,-0.2021468236728533
DAX,Developed,A,Q-Learning,+RetFore,4,8820.177885857613,-1.1262723621886288,-0.9391994839418452,-0.1299654737196647,-0.0489771809081486,-0.3768476311902302
DAX,Developed,A,Q-Learning,+VolFore,0,10386.100859670478,0.2683143946186868,0.2604094191203366,-0.0883864257654758,0.0152687394698871,0.1727498237142026
DAX,Developed,A,Q-Learning,+VolFore,1,10261.335469797135,0.2190032139282326,0.2488878109610589,-0.0908508453135299,0.0103725865592103,0.1141716020726056
DAX,Developed,A,Q-Learning,+VolFore,2,8937.971339405758,-0.6324177532904138,-0.662192661008755,-0.154003777654041,-0.0439170287012534,-0.285168515798521
DAX,Developed,A,Q-Learning,+VolFore,3,9571.772370050609,-0.2000552978482712,-0.1813417643768386,-0.1306677064077333,-0.0173543300196437,-0.1328126933318836
DAX,Developed,A,Q-Learning,+VolFore,4,9954.978809861508,0.0017806043331969,0.0014197246374639,-0.1047035477913055,-0.0018032857520023,-0.0172227760188171
DAX,Developed,A,PPO,Baseline,0,13786.16201895396,1.0466602250271109,1.4203500380106868,-0.1463196060533921,0.1370442105603664,0.9366086627476452
DAX,Developed,A,PPO,Baseline,1,13145.365599420154,1.037809061950145,1.30461487460045,-0.1420147920990438,0.1156014438932433,0.8140098801243649
DAX,Developed,A,PPO,Baseline,2,13651.610982099764,1.0560502516502492,1.4170771687080024,-0.140986877255528,0.1325921876220483,0.9404576525288564
DAX,Developed,A,PPO,Baseline,3,13224.082291646151,1.0370011878822036,1.4147020391577885,-0.1275685217371971,0.118268823472593,0.9271003681873068
DAX,Developed,A,PPO,Baseline,4,13591.119036425538,1.0874367808326166,1.4876346675830463,-0.1320850658005987,0.1305820513101199,0.9886208597288626
DAX,Developed,A,PPO,+RetFore,0,14620.616706498333,1.0872438150679402,1.5307552935427715,-0.158419047578728,0.1640892447643966,1.0357923953671986
DAX,Developed,A,PPO,+RetFore,1,13618.58529419675,1.0293012218715116,1.421933838913277,-0.141563523807927,0.1314954139800175,0.9288792087254146
DAX,Developed,A,PPO,+RetFore,2,13902.655628546068,1.0122200212206858,1.382557631533947,-0.1586701203700502,0.1408777388656374,0.8878655826074547
DAX,Developed,A,PPO,+RetFore,3,14238.185791713457,1.0614891263960804,1.4747082903551358,-0.1570581852983214,0.1518126986097256,0.966601634422307
